id	note	location	x	z	reward
6292941	Fish	Ligneus	0.07008088642659278	0.3543734006734007	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292943	Fish	Ligneus	0.09269626038781165	0.48741313131313135	[{'item_id': 'ITEM_FISH_004', 'item': 'Marimo'}, {'item_id': 'ITEM_FISH_003', 'item': 'Mossclad'}]
6292944	Fish	Ligneus	0.16328919667590025	0.4061804713804714	[{'item_id': 'ITEM_FISH_004', 'item': 'Marimo'}, {'item_id': 'ITEM_FISH_003', 'item': 'Mossclad'}]
6292952	Fish	Ligneus	0.10127839335180056	0.13343501683501682	[{'item_id': 'ITEM_FISH_004', 'item': 'Marimo'}, {'item_id': 'ITEM_FISH_005', 'item': 'Berobed Betta'}]
6292945	Fish	Ligneus	0.18790277008310247	0.324257239057239	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292953	Fish	Ligneus	0.2064038781163435	0.23295656565656567	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292954	Fish	Ligneus	0.0610505540166205	0.395483164983165	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292955	Fish	Ligneus	0.02737326869806094	0.3783545454545454	[{'item_id': 'ITEM_FISH_004', 'item': 'Marimo'}, {'item_id': 'ITEM_FISH_003', 'item': 'Mossclad'}]
6292946	Fish	Ligneus	0.17601011080332407	0.3173225589225589	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292947	Fish	Ligneus	0.10336800554016622	0.2946973063973064	[{'item_id': 'ITEM_FISH_004', 'item': 'Marimo'}, {'item_id': 'ITEM_FISH_005', 'item': 'Berobed Betta'}]
6292948	Fish	Ligneus	0.04013324099722991	0.17528821548821552	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
6292949	Fish	Ligneus	0.04673891966759003	0.06961447811447811	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_006', 'item': 'Cerberus Fish'}]
6292950	Fish	Ligneus	0.05773933518005538	0.05106060606060606	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_006', 'item': 'Cerberus Fish'}]
55050338	Fish	Lacuna	0.7014714681440444	0.7406447811447812	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_016', 'item': 'Nu Ilahat'}]
55050340	Fish	Lacuna	0.6972358725761774	0.7305127946127946	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_015', 'item': 'Dragon Fish'}]
55050341	Fish	Lacuna	0.8082203601108033	0.865394276094276	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_017', 'item': 'Imperial Fish'}]
55050344	Fish	Lacuna	0.8176252077562327	0.6982296296296296	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_018', 'item': 'Soaring Spearfish'}]
55050346	Fish	Lacuna	0.7987149584487534	0.6524781144781144	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_015', 'item': 'Dragon Fish'}]
17564164	Fish	Auruma	0.514848891966759	0.6902198653198652	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
17564165	Fish	Auruma	0.5011247922437673	0.741612457912458	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
17564166	Fish	Auruma	0.4973858725761773	0.8160777777777777	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_013', 'item': 'Conductive Crab'}]
17564167	Fish	Auruma	0.5300067867036011	0.847605723905724	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_014', 'item': 'Orichalcum Shell'}]
17564168	Fish	Auruma	0.5282698060941828	0.7392572390572392	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
17564169	Fish	Auruma	0.5466862880886426	0.680416835016835	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_012', 'item': 'Bronze Swimmer'}]
17564170	Fish	Auruma	0.5368947368421053	0.6685346801346801	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
17564171	Fish	Auruma	0.516814542936288	0.6701888888888888	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_012', 'item': 'Bronze Swimmer'}]
17564172	Fish	Auruma	0.5648293628808864	0.691443771043771	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_013', 'item': 'Conductive Crab'}]
17564173	Fish	Auruma	0.5638921052631579	0.7130478114478115	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
13894462	Fish	Sivash	0.3027096952908588	0.11098148148148149	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_007', 'item': 'Poisoned Puffer'}]
13894463	Fish	Sivash	0.3848221606648199	0.1239767676767677	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_009', 'item': 'Sawe Fish'}]
13894472	Fish	Sivash	0.32317742382271464	0.2851555555555556	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_008', 'item': 'Decaying Shellfish'}]
13894469	Fish	Sivash	0.3340991689750692	0.31733670033670036	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_008', 'item': 'Decaying Shellfish'}]
13894470	Fish	Sivash	0.29074459833795013	0.30352693602693603	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_009', 'item': 'Sawe Fish'}]
13894471	Fish	Sivash	0.2661896121883657	0.25242121212121216	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_008', 'item': 'Decaying Shellfish'}]
13894465	Fish	Sivash	0.38928310249307485	0.17379730639730637	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_007', 'item': 'Poisoned Puffer'}]
13894467	Fish	Sivash	0.38759792243767316	0.267757239057239	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_010', 'item': 'Rock Fish'}]
13894466	Fish	Sivash	0.38177368421052627	0.22642962962962965	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}, {'item_id': 'ITEM_FISH_010', 'item': 'Rock Fish'}]
13894468	Fish	Sivash	0.3588761772853185	0.33482592592592586	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}, {'item_id': 'ITEM_FISH_007', 'item': 'Poisoned Puffer'}]
