Index	Area	GatherType	ItemName1	ItemName2	ItemName3	Floors	TraitName1	TraitName2	TraitName3	ItemId1	ItemId2	ItemId3
4294967295		Gather	Magic Herb	Poison Grass	Colored Cotton Grass					1424270696	1576550248	1735586464
4294967295		Axe	Medicinal Moss	Glowing Diatom	Mossy Stone					2081308022	640096788	840586544
4294967295		Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
4294967295		Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
0	Hallfein	Chest	Secrets of the Fleet-Footed							1863486007		
16	Lapis Crystal Cave	Chest	Resurrection Wear							913584691		
16	Lapis Crystal Cave	Chest	Angel Ribbon							823033536		
16	Lapis Crystal Cave	Chest	Healing Bell							1833504999		
16	Lapis Crystal Cave	Chest	Handling Precautions							1103656621		
16	Lapis Crystal Cave	Sickle	Torch Grass	Diaphane	Shepherdflower			Awakening Heal		927778175	1184139538	1830153363
16	Lapis Crystal Cave	Sickle	Torch Grass	Diaphane	Shepherdflower			Awakening Heal		927778175	1184139538	1830153363
16	Lapis Crystal Cave	Sickle	Torch Grass	Diaphane	Shepherdflower			Awakening Heal		927778175	1184139538	1830153363
16	Lapis Crystal Cave	Sickle	Torch Grass	Diaphane	Shepherdflower			Awakening Heal		927778175	1184139538	1830153363
16	Lapis Crystal Cave	Gather	Eicheloa	Honey Fungus	Dreamy Crown					1198196565	256557618	1180854181
16	Lapis Crystal Cave	Gather	Eicheloa	Honey Fungus	Dreamy Crown					1198196565	256557618	1180854181
16	Lapis Crystal Cave	Gather	Eicheloa	Honey Fungus	Dreamy Crown					1198196565	256557618	1180854181
16	Lapis Crystal Cave	Gather	Eicheloa	Honey Fungus	Dreamy Crown					1198196565	256557618	1180854181
16	Lapis Crystal Cave	Gather	Sand Crystals	Black Water	Orange Glass					1044984926	216224640	305037626
16	Lapis Crystal Cave	Gather	Sand Crystals	Black Water	Orange Glass					1044984926	216224640	305037626
16	Lapis Crystal Cave	Gather	Sand Crystals	Black Water	Orange Glass					1044984926	216224640	305037626
16	Lapis Crystal Cave	Gather	Sand Crystals	Black Water	Orange Glass					1044984926	216224640	305037626
16	Lapis Crystal Cave	Sickle	Taun	Magic Herb	Lanterna Blossoms					899419154	1424270696	1093890593
16	Lapis Crystal Cave	Sickle	Taun	Magic Herb	Lanterna Blossoms					899419154	1424270696	1093890593
16	Lapis Crystal Cave	Sickle	Taun	Magic Herb	Lanterna Blossoms					899419154	1424270696	1093890593
16	Lapis Crystal Cave	Sickle	Taun	Magic Herb	Lanterna Blossoms					899419154	1424270696	1093890593
16	Lapis Crystal Cave	Sickle	Mana Petal	Crackling Water	Lotus					1748601842	676625675	1828432891
16	Lapis Crystal Cave	Sickle	Mana Petal	Crackling Water	Lotus					1748601842	676625675	1828432891
16	Lapis Crystal Cave	Sickle	Mana Petal	Crackling Water	Lotus					1748601842	676625675	1828432891
16	Lapis Crystal Cave	Sickle	Mana Petal	Crackling Water	Lotus					1748601842	676625675	1828432891
16	Lapis Crystal Cave	Gather	Ash Ball	Broken Rock	Gold Ball				Perfectly Round	626577908	339858290	1300087836
16	Lapis Crystal Cave	Gather	Ash Ball	Broken Rock	Gold Ball				Perfectly Round	626577908	339858290	1300087836
16	Lapis Crystal Cave	Gather	Ash Ball	Broken Rock	Gold Ball				Perfectly Round	626577908	339858290	1300087836
16	Lapis Crystal Cave	Gather	Ash Ball	Broken Rock	Gold Ball				Perfectly Round	626577908	339858290	1300087836
16	Lapis Crystal Cave	Gather	Blue Clover	Silver Web	Moonlight Firefly					1710859907	1901592439	132802549
16	Lapis Crystal Cave	Gather	Blue Clover	Silver Web	Moonlight Firefly					1710859907	1901592439	132802549
16	Lapis Crystal Cave	Gather	Blue Clover	Silver Web	Moonlight Firefly					1710859907	1901592439	132802549
16	Lapis Crystal Cave	Gather	Gaudy Stone	Yuqtul Frog	Zapping Water				Magnetic	305486315	1804340826	1360721953
16	Lapis Crystal Cave	Gather	Gaudy Stone	Yuqtul Frog	Zapping Water				Magnetic	305486315	1804340826	1360721953
16	Lapis Crystal Cave	Gather	Gaudy Stone	Yuqtul Frog	Zapping Water				Magnetic	305486315	1804340826	1360721953
16	Lapis Crystal Cave	Gather	Gaudy Stone	Yuqtul Frog	Zapping Water				Magnetic	305486315	1804340826	1360721953
16	Lapis Crystal Cave	Gather	Poison Powder	Shining Powder	Yuqtul Frog					2123468430	965253675	1804340826
16	Lapis Crystal Cave	Gather	Poison Powder	Shining Powder	Yuqtul Frog					2123468430	965253675	1804340826
16	Lapis Crystal Cave	Gather	Poison Powder	Shining Powder	Yuqtul Frog					2123468430	965253675	1804340826
16	Lapis Crystal Cave	Gather	Poison Powder	Shining Powder	Yuqtul Frog					2123468430	965253675	1804340826
16	Lapis Crystal Cave	Axe	Metal Ore	Steel Balls	Hygea Ore					159522154	994418561	522572005
16	Lapis Crystal Cave	Axe	Metal Ore	Steel Balls	Hygea Ore					159522154	994418561	522572005
16	Lapis Crystal Cave	Axe	Metal Ore	Steel Balls	Hygea Ore					159522154	994418561	522572005
16	Lapis Crystal Cave	Axe	Metal Ore	Steel Balls	Hygea Ore					159522154	994418561	522572005
16	Lapis Crystal Cave	Axe	Shining Crystal	Muddied Crystal	Eternal Crystal					1002031115	202769447	2105727464
16	Lapis Crystal Cave	Axe	Shining Crystal	Muddied Crystal	Eternal Crystal					1002031115	202769447	2105727464
16	Lapis Crystal Cave	Axe	Shining Crystal	Muddied Crystal	Eternal Crystal					1002031115	202769447	2105727464
16	Lapis Crystal Cave	Axe	Shining Crystal	Muddied Crystal	Eternal Crystal					1002031115	202769447	2105727464
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Rouge Gemstone	Shining Crystal	Lunastone					1673446482	1002031115	1340712083
16	Lapis Crystal Cave	Gather	Rouge Gemstone	Shining Crystal	Lunastone					1673446482	1002031115	1340712083
16	Lapis Crystal Cave	Gather	Rouge Gemstone	Shining Crystal	Lunastone					1673446482	1002031115	1340712083
16	Lapis Crystal Cave	Gather	Rouge Gemstone	Shining Crystal	Lunastone					1673446482	1002031115	1340712083
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Celestial Silver Stone					174236913	610492753	1970930026
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Celestial Silver Stone					174236913	610492753	1970930026
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Celestial Silver Stone					174236913	610492753	1970930026
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Celestial Silver Stone					174236913	610492753	1970930026
16	Lapis Crystal Cave	Gather	Blue Clover	Nightglow Flower	Eternal Blossom					1710859907	844434397	1257477614
16	Lapis Crystal Cave	Gather	Blue Clover	Nightglow Flower	Eternal Blossom					1710859907	844434397	1257477614
16	Lapis Crystal Cave	Gather	Blue Clover	Nightglow Flower	Eternal Blossom					1710859907	844434397	1257477614
16	Lapis Crystal Cave	Gather	Blue Clover	Nightglow Flower	Eternal Blossom					1710859907	844434397	1257477614
16	Lapis Crystal Cave	Axe	Crackling Water	Zapping Water	Snow Queen			Magnetic		676625675	1360721953	1675934604
16	Lapis Crystal Cave	Axe	Crackling Water	Zapping Water	Snow Queen			Magnetic		676625675	1360721953	1675934604
16	Lapis Crystal Cave	Axe	Crackling Water	Zapping Water	Snow Queen			Magnetic		676625675	1360721953	1675934604
16	Lapis Crystal Cave	Axe	Crackling Water	Zapping Water	Snow Queen			Magnetic		676625675	1360721953	1675934604
16	Lapis Crystal Cave	Axe	Rainbow Crystal	Blue Crystal	Metal Ore					529144620	1134390425	159522154
16	Lapis Crystal Cave	Axe	Rainbow Crystal	Blue Crystal	Metal Ore					529144620	1134390425	159522154
16	Lapis Crystal Cave	Axe	Rainbow Crystal	Blue Crystal	Metal Ore					529144620	1134390425	159522154
16	Lapis Crystal Cave	Axe	Rainbow Crystal	Blue Crystal	Metal Ore					529144620	1134390425	159522154
16	Lapis Crystal Cave	Axe	Mud Ball	Mossy Stone	Diamant Gemstone					1940833085	840586544	638721037
16	Lapis Crystal Cave	Axe	Mud Ball	Mossy Stone	Diamant Gemstone					1940833085	840586544	638721037
16	Lapis Crystal Cave	Axe	Mud Ball	Mossy Stone	Diamant Gemstone					1940833085	840586544	638721037
16	Lapis Crystal Cave	Axe	Mud Ball	Mossy Stone	Diamant Gemstone					1940833085	840586544	638721037
16	Lapis Crystal Cave	Axe	Regicite	Shining Crystal	Eternal Crystal					1877818421	1002031115	2105727464
16	Lapis Crystal Cave	Axe	Regicite	Shining Crystal	Eternal Crystal					1877818421	1002031115	2105727464
16	Lapis Crystal Cave	Axe	Regicite	Shining Crystal	Eternal Crystal					1877818421	1002031115	2105727464
16	Lapis Crystal Cave	Axe	Regicite	Shining Crystal	Eternal Crystal					1877818421	1002031115	2105727464
16	Lapis Crystal Cave	Axe	Shining Crystal	Metal Ore	Riverstone					1002031115	159522154	265854221
16	Lapis Crystal Cave	Axe	Shining Crystal	Metal Ore	Riverstone					1002031115	159522154	265854221
16	Lapis Crystal Cave	Axe	Shining Crystal	Metal Ore	Riverstone					1002031115	159522154	265854221
16	Lapis Crystal Cave	Axe	Shining Crystal	Metal Ore	Riverstone					1002031115	159522154	265854221
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Gold Steel Web	Chainweb	Underground Spider Queen		Sticky			1621516709	396448051	2002367385
16	Lapis Crystal Cave	Gather	Pourpremoule	Pretty Shells	Diopside					1408789704	1087583981	893217111
16	Lapis Crystal Cave	Gather	Pourpremoule	Pretty Shells	Diopside					1408789704	1087583981	893217111
16	Lapis Crystal Cave	Gather	Pourpremoule	Pretty Shells	Diopside					1408789704	1087583981	893217111
16	Lapis Crystal Cave	Gather	Pourpremoule	Pretty Shells	Diopside					1408789704	1087583981	893217111
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Sunbeam Powder					174236913	610492753	1080036459
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Sunbeam Powder					174236913	610492753	1080036459
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Sunbeam Powder					174236913	610492753	1080036459
16	Lapis Crystal Cave	Gather	Goldinite	Flaming Black Sand	Sunbeam Powder					174236913	610492753	1080036459
16	Lapis Crystal Cave	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
16	Lapis Crystal Cave	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
16	Lapis Crystal Cave	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
16	Lapis Crystal Cave	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
16	Lapis Crystal Cave	Axe	Zapping Water	Groundwater	Ancient Blue Water		Magnetic			1360721953	106063423	385395481
16	Lapis Crystal Cave	Axe	Zapping Water	Groundwater	Ancient Blue Water		Magnetic			1360721953	106063423	385395481
16	Lapis Crystal Cave	Axe	Zapping Water	Groundwater	Ancient Blue Water		Magnetic			1360721953	106063423	385395481
16	Lapis Crystal Cave	Axe	Zapping Water	Groundwater	Ancient Blue Water		Magnetic			1360721953	106063423	385395481
16	Lapis Crystal Cave	Gather	Mud Ball	Bitter Root	Elder Garlic					1940833085	543538616	534185689
16	Lapis Crystal Cave	Gather	Mud Ball	Bitter Root	Elder Garlic					1940833085	543538616	534185689
16	Lapis Crystal Cave	Gather	Mud Ball	Bitter Root	Elder Garlic					1940833085	543538616	534185689
16	Lapis Crystal Cave	Gather	Mud Ball	Bitter Root	Elder Garlic					1940833085	543538616	534185689
16	Lapis Crystal Cave	Gather	Darkshroom	Honey Fungus	Glowshroom					500555235	256557618	994036346
16	Lapis Crystal Cave	Gather	Darkshroom	Honey Fungus	Glowshroom					500555235	256557618	994036346
16	Lapis Crystal Cave	Gather	Darkshroom	Honey Fungus	Glowshroom					500555235	256557618	994036346
16	Lapis Crystal Cave	Gather	Darkshroom	Honey Fungus	Glowshroom					500555235	256557618	994036346
9	Baynort Road	Chest	Flare Nova Bomb							19494688		
9	Baynort Road	Chest	Expedition Prep for Alchemists							832733730		
9	Baynort Road	Chest	Traveling Clothes for Alchemists							542317810		
9	Baynort Road	Chest	Catastro Craft							1712056639		
9	Baynort Road	Gather	Whimsy Strawberries	Umbrella Tree Strawberry	Colored Cotton Grass					259334361	61356949	1735586464
9	Baynort Road	Gather	Whimsy Strawberries	Umbrella Tree Strawberry	Colored Cotton Grass					259334361	61356949	1735586464
9	Baynort Road	Gather	Whimsy Strawberries	Umbrella Tree Strawberry	Colored Cotton Grass					259334361	61356949	1735586464
9	Baynort Road	Gather	Whimsy Strawberries	Umbrella Tree Strawberry	Colored Cotton Grass					259334361	61356949	1735586464
9	Baynort Road	Gather	Ripe Fruit	Balloon Fruit	Gold Spiky Fruit					1859085243	665091287	1551025926
9	Baynort Road	Gather	Ripe Fruit	Balloon Fruit	Gold Spiky Fruit					1859085243	665091287	1551025926
9	Baynort Road	Gather	Ripe Fruit	Balloon Fruit	Gold Spiky Fruit					1859085243	665091287	1551025926
9	Baynort Road	Gather	Ripe Fruit	Balloon Fruit	Gold Spiky Fruit					1859085243	665091287	1551025926
9	Baynort Road	Gather	Evihibrow	Arbor Ivy	Mine Ant					1486197725	1649970805	744769546
9	Baynort Road	Gather	Evihibrow	Arbor Ivy	Mine Ant					1486197725	1649970805	744769546
9	Baynort Road	Gather	Evihibrow	Arbor Ivy	Mine Ant					1486197725	1649970805	744769546
9	Baynort Road	Gather	Evihibrow	Arbor Ivy	Mine Ant					1486197725	1649970805	744769546
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Benevolent Twisted Tree					138006015	1094510958	1443459007
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Benevolent Twisted Tree					138006015	1094510958	1443459007
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Benevolent Twisted Tree					138006015	1094510958	1443459007
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Benevolent Twisted Tree					138006015	1094510958	1443459007
9	Baynort Road	Sickle	Lotus	Crackling Water	Mana Petal					1828432891	676625675	1748601842
9	Baynort Road	Sickle	Lotus	Crackling Water	Mana Petal					1828432891	676625675	1748601842
9	Baynort Road	Sickle	Lotus	Crackling Water	Mana Petal					1828432891	676625675	1748601842
9	Baynort Road	Sickle	Lotus	Crackling Water	Mana Petal					1828432891	676625675	1748601842
9	Baynort Road	Axe	Eiche	Rotting Arbor Twig	Rotting Arbor Branch					453458891	1429070285	870010761
9	Baynort Road	Axe	Eiche	Rotting Arbor Twig	Rotting Arbor Branch					453458891	1429070285	870010761
9	Baynort Road	Axe	Eiche	Rotting Arbor Twig	Rotting Arbor Branch					453458891	1429070285	870010761
9	Baynort Road	Axe	Eiche	Rotting Arbor Twig	Rotting Arbor Branch					453458891	1429070285	870010761
9	Baynort Road	Gather	Beehive	Silver Beehive	Ancient Beehive					306157533	484566882	313808601
9	Baynort Road	Gather	Beehive	Silver Beehive	Ancient Beehive					306157533	484566882	313808601
9	Baynort Road	Gather	Beehive	Silver Beehive	Ancient Beehive					306157533	484566882	313808601
9	Baynort Road	Gather	Beehive	Silver Beehive	Ancient Beehive					306157533	484566882	313808601
9	Baynort Road	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
9	Baynort Road	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
9	Baynort Road	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
9	Baynort Road	Gather	Tall Taun	Shepherdflower	Forest Sage					502860880	1830153363	1864267219
9	Baynort Road	Sickle	Blue Clover	Medicinal Moss	Poison Grass					1710859907	2081308022	1576550248
9	Baynort Road	Sickle	Blue Clover	Medicinal Moss	Poison Grass					1710859907	2081308022	1576550248
9	Baynort Road	Sickle	Blue Clover	Medicinal Moss	Poison Grass					1710859907	2081308022	1576550248
9	Baynort Road	Sickle	Blue Clover	Medicinal Moss	Poison Grass					1710859907	2081308022	1576550248
9	Baynort Road	Sickle	Princess Grass	Lucky Clover	Chainweb					2089940276	397281673	396448051
9	Baynort Road	Sickle	Princess Grass	Lucky Clover	Chainweb					2089940276	397281673	396448051
9	Baynort Road	Sickle	Princess Grass	Lucky Clover	Chainweb					2089940276	397281673	396448051
9	Baynort Road	Sickle	Princess Grass	Lucky Clover	Chainweb					2089940276	397281673	396448051
9	Baynort Road	Gather	Glowshroom	Octoshroom	Whitefly					994036346	1390252845	807133879
9	Baynort Road	Gather	Glowshroom	Octoshroom	Whitefly					994036346	1390252845	807133879
9	Baynort Road	Gather	Glowshroom	Octoshroom	Whitefly					994036346	1390252845	807133879
9	Baynort Road	Gather	Glowshroom	Octoshroom	Whitefly					994036346	1390252845	807133879
9	Baynort Road	Gather	Gaudy Stone	Sand Crystals	Ashen Sand					305486315	1044984926	1502820116
9	Baynort Road	Gather	Gaudy Stone	Sand Crystals	Ashen Sand					305486315	1044984926	1502820116
9	Baynort Road	Gather	Gaudy Stone	Sand Crystals	Ashen Sand					305486315	1044984926	1502820116
9	Baynort Road	Gather	Gaudy Stone	Sand Crystals	Ashen Sand					305486315	1044984926	1502820116
9	Baynort Road	Gather	Yuqtul Frog	Mud Ball	Groundwater					1804340826	1940833085	106063423
9	Baynort Road	Gather	Yuqtul Frog	Mud Ball	Groundwater					1804340826	1940833085	106063423
9	Baynort Road	Gather	Yuqtul Frog	Mud Ball	Groundwater					1804340826	1940833085	106063423
9	Baynort Road	Gather	Yuqtul Frog	Mud Ball	Groundwater					1804340826	1940833085	106063423
9	Baynort Road	Bug Net	Honeypot Ant	Lapis Papillion	Ingot Bug					266580340	1856092025	1912722015
9	Baynort Road	Bug Net	Honeypot Ant	Lapis Papillion	Ingot Bug					266580340	1856092025	1912722015
9	Baynort Road	Bug Net	Honeypot Ant	Lapis Papillion	Ingot Bug					266580340	1856092025	1912722015
9	Baynort Road	Bug Net	Honeypot Ant	Lapis Papillion	Ingot Bug					266580340	1856092025	1912722015
9	Baynort Road	Gather	Magic Herb	Lucky Clover	Sweet Flower					1424270696	397281673	1978153648
